source,cohort,region_id,match_case_id,target,book_realm,window,start_year,end_year,records,status,message
OpenAlex,power_validation,PV_0033_C2,PV_0033,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0033_C2,PV_0033,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0034_P,PV_0034,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0034_P,PV_0034,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0034_C1,PV_0034,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0034_C1,PV_0034,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0034_C2,PV_0034,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0034_C2,PV_0034,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0035_P,PV_0035,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0035_P,PV_0035,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0035_C1,PV_0035,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0035_C1,PV_0035,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0035_C2,PV_0035,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0035_C2,PV_0035,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0036_P,PV_0036,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0036_P,PV_0036,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0036_C1,PV_0036,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0036_C1,PV_0036,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0036_C2,PV_0036,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0036_C2,PV_0036,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0037_P,PV_0037,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0037_P,PV_0037,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0037_C1,PV_0037,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0037_C1,PV_0037,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0037_C2,PV_0037,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0037_C2,PV_0037,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0038_P,PV_0038,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0038_P,PV_0038,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0038_C1,PV_0038,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0038_C1,PV_0038,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0038_C2,PV_0038,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0038_C2,PV_0038,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0039_P,PV_0039,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0039_P,PV_0039,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0039_C1,PV_0039,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0039_C1,PV_0039,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0039_C2,PV_0039,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0039_C2,PV_0039,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0040_P,PV_0040,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0040_P,PV_0040,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0040_C1,PV_0040,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0040_C1,PV_0040,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0040_C2,PV_0040,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0040_C2,PV_0040,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0041_P,PV_0041,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0041_P,PV_0041,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0041_C1,PV_0041,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0041_C1,PV_0041,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0041_C2,PV_0041,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0041_C2,PV_0041,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0042_P,PV_0042,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0042_P,PV_0042,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0042_C1,PV_0042,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0042_C1,PV_0042,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0042_C2,PV_0042,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0042_C2,PV_0042,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0043_P,PV_0043,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0043_P,PV_0043,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0043_C1,PV_0043,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0043_C1,PV_0043,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0043_C2,PV_0043,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0043_C2,PV_0043,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0044_P,PV_0044,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0044_P,PV_0044,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0044_C1,PV_0044,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0044_C1,PV_0044,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0044_C2,PV_0044,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0044_C2,PV_0044,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0045_P,PV_0045,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0045_P,PV_0045,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0045_C1,PV_0045,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0045_C1,PV_0045,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0045_C2,PV_0045,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0045_C2,PV_0045,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0046_P,PV_0046,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0046_P,PV_0046,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0046_C1,PV_0046,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0046_C1,PV_0046,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0046_C2,PV_0046,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0046_C2,PV_0046,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0047_P,PV_0047,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0047_P,PV_0047,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0047_C1,PV_0047,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0047_C1,PV_0047,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0047_C2,PV_0047,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0047_C2,PV_0047,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0048_P,PV_0048,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0048_P,PV_0048,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0048_C1,PV_0048,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0048_C1,PV_0048,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0048_C2,PV_0048,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0048_C2,PV_0048,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0049_P,PV_0049,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0049_P,PV_0049,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0049_C1,PV_0049,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0049_C1,PV_0049,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0049_C2,PV_0049,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0049_C2,PV_0049,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0050_P,PV_0050,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0050_P,PV_0050,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0050_C1,PV_0050,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0050_C1,PV_0050,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0050_C2,PV_0050,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0050_C2,PV_0050,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0051_P,PV_0051,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0051_P,PV_0051,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0051_C1,PV_0051,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0051_C1,PV_0051,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0051_C2,PV_0051,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0051_C2,PV_0051,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0052_P,PV_0052,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0052_P,PV_0052,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0052_C1,PV_0052,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0052_C1,PV_0052,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0052_C2,PV_0052,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0052_C2,PV_0052,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0053_P,PV_0053,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0053_P,PV_0053,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0053_C1,PV_0053,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0053_C1,PV_0053,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0053_C2,PV_0053,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0053_C2,PV_0053,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0054_P,PV_0054,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0054_P,PV_0054,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0054_C1,PV_0054,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0054_C1,PV_0054,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0054_C2,PV_0054,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0054_C2,PV_0054,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0055_P,PV_0055,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0055_P,PV_0055,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0055_C1,PV_0055,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0055_C1,PV_0055,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0055_C2,PV_0055,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0055_C2,PV_0055,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0056_P,PV_0056,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0056_P,PV_0056,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0056_C1,PV_0056,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0056_C1,PV_0056,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0056_C2,PV_0056,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0056_C2,PV_0056,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0057_P,PV_0057,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0057_P,PV_0057,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0057_C1,PV_0057,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0057_C1,PV_0057,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0057_C2,PV_0057,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0057_C2,PV_0057,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0058_P,PV_0058,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0058_P,PV_0058,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0058_C1,PV_0058,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0058_C1,PV_0058,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0058_C2,PV_0058,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0058_C2,PV_0058,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0059_P,PV_0059,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0059_P,PV_0059,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0059_C1,PV_0059,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0059_C1,PV_0059,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0059_C2,PV_0059,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0059_C2,PV_0059,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0060_P,PV_0060,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0060_P,PV_0060,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0060_C1,PV_0060,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0060_C1,PV_0060,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0060_C2,PV_0060,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0060_C2,PV_0060,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0061_P,PV_0061,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0061_P,PV_0061,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0061_C1,PV_0061,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0061_C1,PV_0061,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0061_C2,PV_0061,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0061_C2,PV_0061,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0062_P,PV_0062,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0062_P,PV_0062,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0062_C1,PV_0062,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0062_C1,PV_0062,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0062_C2,PV_0062,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0062_C2,PV_0062,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0063_P,PV_0063,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0063_P,PV_0063,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0063_C1,PV_0063,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0063_C1,PV_0063,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0063_C2,PV_0063,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0063_C2,PV_0063,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0064_P,PV_0064,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0064_P,PV_0064,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0064_C1,PV_0064,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0064_C1,PV_0064,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0064_C2,PV_0064,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0064_C2,PV_0064,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0065_P,PV_0065,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0065_P,PV_0065,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0065_C1,PV_0065,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0065_C1,PV_0065,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0065_C2,PV_0065,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0065_C2,PV_0065,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0066_P,PV_0066,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0066_P,PV_0066,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0066_C1,PV_0066,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0066_C1,PV_0066,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0066_C2,PV_0066,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0066_C2,PV_0066,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0067_P,PV_0067,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0067_P,PV_0067,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0067_C1,PV_0067,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0067_C1,PV_0067,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0067_C2,PV_0067,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0067_C2,PV_0067,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0068_P,PV_0068,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0068_P,PV_0068,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0068_C1,PV_0068,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0068_C1,PV_0068,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0068_C2,PV_0068,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0068_C2,PV_0068,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0069_P,PV_0069,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0069_P,PV_0069,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0069_C1,PV_0069,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0069_C1,PV_0069,0,Nature,post,2020,2026,297,OK,
OpenAlex,power_validation,PV_0069_C2,PV_0069,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0069_C2,PV_0069,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0070_P,PV_0070,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0070_P,PV_0070,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0070_C1,PV_0070,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0070_C1,PV_0070,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0070_C2,PV_0070,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0070_C2,PV_0070,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0071_P,PV_0071,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0071_P,PV_0071,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0071_C1,PV_0071,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0071_C1,PV_0071,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0071_C2,PV_0071,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0071_C2,PV_0071,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0072_P,PV_0072,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0072_P,PV_0072,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0072_C1,PV_0072,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0072_C1,PV_0072,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0072_C2,PV_0072,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0072_C2,PV_0072,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0073_P,PV_0073,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0073_P,PV_0073,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0073_C1,PV_0073,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0073_C1,PV_0073,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0073_C2,PV_0073,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0073_C2,PV_0073,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0074_P,PV_0074,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0074_P,PV_0074,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0074_C1,PV_0074,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0074_C1,PV_0074,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0074_C2,PV_0074,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0074_C2,PV_0074,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0075_P,PV_0075,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0075_P,PV_0075,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0075_C1,PV_0075,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0075_C1,PV_0075,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0075_C2,PV_0075,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0075_C2,PV_0075,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0076_P,PV_0076,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0076_P,PV_0076,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0076_C1,PV_0076,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0076_C1,PV_0076,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0076_C2,PV_0076,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0076_C2,PV_0076,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0077_P,PV_0077,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0077_P,PV_0077,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0077_C1,PV_0077,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0077_C1,PV_0077,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0077_C2,PV_0077,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0077_C2,PV_0077,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0078_P,PV_0078,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0078_P,PV_0078,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0078_C1,PV_0078,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0078_C1,PV_0078,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0078_C2,PV_0078,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0078_C2,PV_0078,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0079_P,PV_0079,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0079_P,PV_0079,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0079_C1,PV_0079,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0079_C1,PV_0079,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0079_C2,PV_0079,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0079_C2,PV_0079,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0080_P,PV_0080,1,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0080_P,PV_0080,1,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0080_C1,PV_0080,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0080_C1,PV_0080,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0080_C2,PV_0080,0,Cultures,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0080_C2,PV_0080,0,Cultures,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0081_P,PV_0081,1,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0081_P,PV_0081,1,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0081_C1,PV_0081,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0081_C1,PV_0081,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0081_C2,PV_0081,0,Nature,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0081_C2,PV_0081,0,Nature,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0082_P,PV_0082,1,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0082_P,PV_0082,1,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0082_C1,PV_0082,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0082_C1,PV_0082,0,Life,post,2020,2026,300,OK,
OpenAlex,power_validation,PV_0082_C2,PV_0082,0,Life,pre,2009,2018,300,OK,
OpenAlex,power_validation,PV_0082_C2,PV_0082,0,Life,post,2020,2026,300,OK,
