source,region_id,offset,cutoff_year,max_publication_year,temporal_lock_pass
OpenAlex,PV_0040_C1,1,2018,2018.0,True
OpenAlex,PV_0040_C2,5,2014,2014.0,True
OpenAlex,PV_0040_C2,3,2016,2016.0,True
OpenAlex,PV_0040_C2,1,2018,2018.0,True
OpenAlex,PV_0041_P,5,2014,2014.0,True
OpenAlex,PV_0041_P,3,2016,2016.0,True
OpenAlex,PV_0041_P,1,2018,2018.0,True
OpenAlex,PV_0041_C1,5,2014,2014.0,True
OpenAlex,PV_0041_C1,3,2016,2016.0,True
OpenAlex,PV_0041_C1,1,2018,2018.0,True
OpenAlex,PV_0041_C2,5,2014,2014.0,True
OpenAlex,PV_0041_C2,3,2016,2016.0,True
OpenAlex,PV_0041_C2,1,2018,2018.0,True
OpenAlex,PV_0042_P,5,2014,2014.0,True
OpenAlex,PV_0042_P,3,2016,2016.0,True
OpenAlex,PV_0042_P,1,2018,2018.0,True
OpenAlex,PV_0042_C1,5,2014,2014.0,True
OpenAlex,PV_0042_C1,3,2016,2016.0,True
OpenAlex,PV_0042_C1,1,2018,2018.0,True
OpenAlex,PV_0042_C2,5,2014,2014.0,True
OpenAlex,PV_0042_C2,3,2016,2016.0,True
OpenAlex,PV_0042_C2,1,2018,2018.0,True
OpenAlex,PV_0043_P,5,2014,2014.0,True
OpenAlex,PV_0043_P,3,2016,2016.0,True
OpenAlex,PV_0043_P,1,2018,2018.0,True
OpenAlex,PV_0043_C1,5,2014,2014.0,True
OpenAlex,PV_0043_C1,3,2016,2016.0,True
OpenAlex,PV_0043_C1,1,2018,2018.0,True
OpenAlex,PV_0043_C2,5,2014,2014.0,True
OpenAlex,PV_0043_C2,3,2016,2016.0,True
OpenAlex,PV_0043_C2,1,2018,2018.0,True
OpenAlex,PV_0044_P,5,2014,2014.0,True
OpenAlex,PV_0044_P,3,2016,2016.0,True
OpenAlex,PV_0044_P,1,2018,2018.0,True
OpenAlex,PV_0044_C1,5,2014,2014.0,True
OpenAlex,PV_0044_C1,3,2016,2016.0,True
OpenAlex,PV_0044_C1,1,2018,2018.0,True
OpenAlex,PV_0044_C2,5,2014,2014.0,True
OpenAlex,PV_0044_C2,3,2016,2016.0,True
OpenAlex,PV_0044_C2,1,2018,2018.0,True
OpenAlex,PV_0045_P,5,2014,2014.0,True
OpenAlex,PV_0045_P,3,2016,2016.0,True
OpenAlex,PV_0045_P,1,2018,2018.0,True
OpenAlex,PV_0045_C1,5,2014,2014.0,True
OpenAlex,PV_0045_C1,3,2016,2016.0,True
OpenAlex,PV_0045_C1,1,2018,2018.0,True
OpenAlex,PV_0045_C2,5,2014,2014.0,True
OpenAlex,PV_0045_C2,3,2016,2016.0,True
OpenAlex,PV_0045_C2,1,2018,2018.0,True
OpenAlex,PV_0046_P,5,2014,2014.0,True
OpenAlex,PV_0046_P,3,2016,2016.0,True
OpenAlex,PV_0046_P,1,2018,2018.0,True
OpenAlex,PV_0046_C1,5,2014,2014.0,True
OpenAlex,PV_0046_C1,3,2016,2016.0,True
OpenAlex,PV_0046_C1,1,2018,2018.0,True
OpenAlex,PV_0046_C2,5,2014,2014.0,True
OpenAlex,PV_0046_C2,3,2016,2016.0,True
OpenAlex,PV_0046_C2,1,2018,2018.0,True
OpenAlex,PV_0047_P,5,2014,2014.0,True
OpenAlex,PV_0047_P,3,2016,2016.0,True
OpenAlex,PV_0047_P,1,2018,2018.0,True
OpenAlex,PV_0047_C1,5,2014,2014.0,True
OpenAlex,PV_0047_C1,3,2016,2016.0,True
OpenAlex,PV_0047_C1,1,2018,2018.0,True
OpenAlex,PV_0047_C2,5,2014,2014.0,True
OpenAlex,PV_0047_C2,3,2016,2016.0,True
OpenAlex,PV_0047_C2,1,2018,2018.0,True
OpenAlex,PV_0048_P,5,2014,2014.0,True
OpenAlex,PV_0048_P,3,2016,2016.0,True
OpenAlex,PV_0048_P,1,2018,2018.0,True
OpenAlex,PV_0048_C1,5,2014,2014.0,True
OpenAlex,PV_0048_C1,3,2016,2016.0,True
OpenAlex,PV_0048_C1,1,2018,2018.0,True
OpenAlex,PV_0048_C2,5,2014,2014.0,True
OpenAlex,PV_0048_C2,3,2016,2016.0,True
OpenAlex,PV_0048_C2,1,2018,2018.0,True
OpenAlex,PV_0049_P,5,2014,2014.0,True
OpenAlex,PV_0049_P,3,2016,2016.0,True
OpenAlex,PV_0049_P,1,2018,2018.0,True
OpenAlex,PV_0049_C1,5,2014,2014.0,True
OpenAlex,PV_0049_C1,3,2016,2016.0,True
OpenAlex,PV_0049_C1,1,2018,2018.0,True
OpenAlex,PV_0049_C2,5,2014,2014.0,True
OpenAlex,PV_0049_C2,3,2016,2016.0,True
OpenAlex,PV_0049_C2,1,2018,2018.0,True
OpenAlex,PV_0050_P,5,2014,2014.0,True
OpenAlex,PV_0050_P,3,2016,2016.0,True
OpenAlex,PV_0050_P,1,2018,2018.0,True
OpenAlex,PV_0050_C1,5,2014,2014.0,True
OpenAlex,PV_0050_C1,3,2016,2016.0,True
OpenAlex,PV_0050_C1,1,2018,2018.0,True
OpenAlex,PV_0050_C2,5,2014,2014.0,True
OpenAlex,PV_0050_C2,3,2016,2016.0,True
OpenAlex,PV_0050_C2,1,2018,2018.0,True
OpenAlex,PV_0051_P,5,2014,2014.0,True
OpenAlex,PV_0051_P,3,2016,2016.0,True
OpenAlex,PV_0051_P,1,2018,2018.0,True
OpenAlex,PV_0051_C1,5,2014,2014.0,True
OpenAlex,PV_0051_C1,3,2016,2016.0,True
OpenAlex,PV_0051_C1,1,2018,2018.0,True
OpenAlex,PV_0051_C2,5,2014,2014.0,True
OpenAlex,PV_0051_C2,3,2016,2016.0,True
OpenAlex,PV_0051_C2,1,2018,2018.0,True
OpenAlex,PV_0052_P,5,2014,2014.0,True
OpenAlex,PV_0052_P,3,2016,2016.0,True
OpenAlex,PV_0052_P,1,2018,2018.0,True
OpenAlex,PV_0052_C1,5,2014,2014.0,True
OpenAlex,PV_0052_C1,3,2016,2016.0,True
OpenAlex,PV_0052_C1,1,2018,2018.0,True
OpenAlex,PV_0052_C2,5,2014,2014.0,True
OpenAlex,PV_0052_C2,3,2016,2016.0,True
OpenAlex,PV_0052_C2,1,2018,2018.0,True
OpenAlex,PV_0053_P,5,2014,2014.0,True
OpenAlex,PV_0053_P,3,2016,2016.0,True
OpenAlex,PV_0053_P,1,2018,2018.0,True
OpenAlex,PV_0053_C1,5,2014,2014.0,True
OpenAlex,PV_0053_C1,3,2016,2016.0,True
OpenAlex,PV_0053_C1,1,2018,2018.0,True
OpenAlex,PV_0053_C2,5,2014,2014.0,True
OpenAlex,PV_0053_C2,3,2016,2016.0,True
OpenAlex,PV_0053_C2,1,2018,2018.0,True
OpenAlex,PV_0054_P,5,2014,2014.0,True
OpenAlex,PV_0054_P,3,2016,2016.0,True
OpenAlex,PV_0054_P,1,2018,2018.0,True
OpenAlex,PV_0054_C1,5,2014,2014.0,True
OpenAlex,PV_0054_C1,3,2016,2016.0,True
OpenAlex,PV_0054_C1,1,2018,2018.0,True
OpenAlex,PV_0054_C2,5,2014,2014.0,True
OpenAlex,PV_0054_C2,3,2016,2016.0,True
OpenAlex,PV_0054_C2,1,2018,2018.0,True
OpenAlex,PV_0055_P,5,2014,2014.0,True
OpenAlex,PV_0055_P,3,2016,2016.0,True
OpenAlex,PV_0055_P,1,2018,2018.0,True
OpenAlex,PV_0055_C1,5,2014,2014.0,True
OpenAlex,PV_0055_C1,3,2016,2016.0,True
OpenAlex,PV_0055_C1,1,2018,2018.0,True
OpenAlex,PV_0055_C2,5,2014,2014.0,True
OpenAlex,PV_0055_C2,3,2016,2016.0,True
OpenAlex,PV_0055_C2,1,2018,2018.0,True
OpenAlex,PV_0056_P,5,2014,2014.0,True
OpenAlex,PV_0056_P,3,2016,2016.0,True
OpenAlex,PV_0056_P,1,2018,2018.0,True
OpenAlex,PV_0056_C1,5,2014,2014.0,True
OpenAlex,PV_0056_C1,3,2016,2016.0,True
OpenAlex,PV_0056_C1,1,2018,2018.0,True
OpenAlex,PV_0056_C2,5,2014,2014.0,True
OpenAlex,PV_0056_C2,3,2016,2016.0,True
OpenAlex,PV_0056_C2,1,2018,2018.0,True
OpenAlex,PV_0057_P,5,2014,2014.0,True
OpenAlex,PV_0057_P,3,2016,2016.0,True
OpenAlex,PV_0057_P,1,2018,2018.0,True
OpenAlex,PV_0057_C1,5,2014,2014.0,True
OpenAlex,PV_0057_C1,3,2016,2016.0,True
OpenAlex,PV_0057_C1,1,2018,2018.0,True
OpenAlex,PV_0057_C2,5,2014,2014.0,True
OpenAlex,PV_0057_C2,3,2016,2016.0,True
OpenAlex,PV_0057_C2,1,2018,2018.0,True
OpenAlex,PV_0058_P,5,2014,2014.0,True
OpenAlex,PV_0058_P,3,2016,2016.0,True
OpenAlex,PV_0058_P,1,2018,2018.0,True
OpenAlex,PV_0058_C1,5,2014,2014.0,True
OpenAlex,PV_0058_C1,3,2016,2016.0,True
OpenAlex,PV_0058_C1,1,2018,2018.0,True
OpenAlex,PV_0058_C2,5,2014,2014.0,True
OpenAlex,PV_0058_C2,3,2016,2016.0,True
OpenAlex,PV_0058_C2,1,2018,2018.0,True
OpenAlex,PV_0059_P,5,2014,2014.0,True
OpenAlex,PV_0059_P,3,2016,2016.0,True
OpenAlex,PV_0059_P,1,2018,2018.0,True
OpenAlex,PV_0059_C1,5,2014,2014.0,True
OpenAlex,PV_0059_C1,3,2016,2016.0,True
OpenAlex,PV_0059_C1,1,2018,2018.0,True
OpenAlex,PV_0059_C2,5,2014,2014.0,True
OpenAlex,PV_0059_C2,3,2016,2016.0,True
OpenAlex,PV_0059_C2,1,2018,2018.0,True
OpenAlex,PV_0060_P,5,2014,2014.0,True
OpenAlex,PV_0060_P,3,2016,2016.0,True
OpenAlex,PV_0060_P,1,2018,2018.0,True
OpenAlex,PV_0060_C1,5,2014,2014.0,True
OpenAlex,PV_0060_C1,3,2016,2016.0,True
OpenAlex,PV_0060_C1,1,2018,2018.0,True
OpenAlex,PV_0060_C2,5,2014,2014.0,True
OpenAlex,PV_0060_C2,3,2016,2016.0,True
OpenAlex,PV_0060_C2,1,2018,2018.0,True
OpenAlex,PV_0061_P,5,2014,2014.0,True
OpenAlex,PV_0061_P,3,2016,2016.0,True
OpenAlex,PV_0061_P,1,2018,2018.0,True
OpenAlex,PV_0061_C1,5,2014,2014.0,True
OpenAlex,PV_0061_C1,3,2016,2016.0,True
OpenAlex,PV_0061_C1,1,2018,2018.0,True
OpenAlex,PV_0061_C2,5,2014,2014.0,True
OpenAlex,PV_0061_C2,3,2016,2016.0,True
OpenAlex,PV_0061_C2,1,2018,2018.0,True
OpenAlex,PV_0062_P,5,2014,2014.0,True
OpenAlex,PV_0062_P,3,2016,2016.0,True
OpenAlex,PV_0062_P,1,2018,2018.0,True
OpenAlex,PV_0062_C1,5,2014,2014.0,True
OpenAlex,PV_0062_C1,3,2016,2016.0,True
OpenAlex,PV_0062_C1,1,2018,2018.0,True
OpenAlex,PV_0062_C2,5,2014,2014.0,True
OpenAlex,PV_0062_C2,3,2016,2016.0,True
OpenAlex,PV_0062_C2,1,2018,2018.0,True
OpenAlex,PV_0063_P,5,2014,2014.0,True
OpenAlex,PV_0063_P,3,2016,2016.0,True
OpenAlex,PV_0063_P,1,2018,2018.0,True
OpenAlex,PV_0063_C1,5,2014,2014.0,True
OpenAlex,PV_0063_C1,3,2016,2016.0,True
OpenAlex,PV_0063_C1,1,2018,2018.0,True
OpenAlex,PV_0063_C2,5,2014,2014.0,True
OpenAlex,PV_0063_C2,3,2016,2016.0,True
OpenAlex,PV_0063_C2,1,2018,2018.0,True
OpenAlex,PV_0064_P,5,2014,2014.0,True
OpenAlex,PV_0064_P,3,2016,2016.0,True
OpenAlex,PV_0064_P,1,2018,2018.0,True
OpenAlex,PV_0064_C1,5,2014,2014.0,True
OpenAlex,PV_0064_C1,3,2016,2016.0,True
OpenAlex,PV_0064_C1,1,2018,2018.0,True
OpenAlex,PV_0064_C2,5,2014,2014.0,True
OpenAlex,PV_0064_C2,3,2016,2016.0,True
OpenAlex,PV_0064_C2,1,2018,2018.0,True
OpenAlex,PV_0065_P,5,2014,2014.0,True
OpenAlex,PV_0065_P,3,2016,2016.0,True
OpenAlex,PV_0065_P,1,2018,2018.0,True
OpenAlex,PV_0065_C1,5,2014,2014.0,True
OpenAlex,PV_0065_C1,3,2016,2016.0,True
OpenAlex,PV_0065_C1,1,2018,2018.0,True
OpenAlex,PV_0065_C2,5,2014,2014.0,True
OpenAlex,PV_0065_C2,3,2016,2016.0,True
OpenAlex,PV_0065_C2,1,2018,2018.0,True
OpenAlex,PV_0066_P,5,2014,2014.0,True
OpenAlex,PV_0066_P,3,2016,2016.0,True
OpenAlex,PV_0066_P,1,2018,2018.0,True
OpenAlex,PV_0066_C1,5,2014,2014.0,True
OpenAlex,PV_0066_C1,3,2016,2016.0,True
OpenAlex,PV_0066_C1,1,2018,2018.0,True
OpenAlex,PV_0066_C2,5,2014,2014.0,True
OpenAlex,PV_0066_C2,3,2016,2016.0,True
OpenAlex,PV_0066_C2,1,2018,2018.0,True
OpenAlex,PV_0067_P,5,2014,2014.0,True
OpenAlex,PV_0067_P,3,2016,2016.0,True
OpenAlex,PV_0067_P,1,2018,2018.0,True
OpenAlex,PV_0067_C1,5,2014,2014.0,True
OpenAlex,PV_0067_C1,3,2016,2016.0,True
OpenAlex,PV_0067_C1,1,2018,2018.0,True
OpenAlex,PV_0067_C2,5,2014,2014.0,True
OpenAlex,PV_0067_C2,3,2016,2016.0,True
OpenAlex,PV_0067_C2,1,2018,2018.0,True
OpenAlex,PV_0068_P,5,2014,2014.0,True
OpenAlex,PV_0068_P,3,2016,2016.0,True
OpenAlex,PV_0068_P,1,2018,2018.0,True
OpenAlex,PV_0068_C1,5,2014,2014.0,True
OpenAlex,PV_0068_C1,3,2016,2016.0,True
OpenAlex,PV_0068_C1,1,2018,2018.0,True
OpenAlex,PV_0068_C2,5,2014,2014.0,True
OpenAlex,PV_0068_C2,3,2016,2016.0,True
OpenAlex,PV_0068_C2,1,2018,2018.0,True
OpenAlex,PV_0069_P,5,2014,2014.0,True
OpenAlex,PV_0069_P,3,2016,2016.0,True
OpenAlex,PV_0069_P,1,2018,2018.0,True
OpenAlex,PV_0069_C1,5,2014,2014.0,True
OpenAlex,PV_0069_C1,3,2016,2016.0,True
OpenAlex,PV_0069_C1,1,2018,2018.0,True
OpenAlex,PV_0069_C2,5,2014,2014.0,True
OpenAlex,PV_0069_C2,3,2016,2016.0,True
OpenAlex,PV_0069_C2,1,2018,2018.0,True
OpenAlex,PV_0070_P,5,2014,2014.0,True
OpenAlex,PV_0070_P,3,2016,2016.0,True
OpenAlex,PV_0070_P,1,2018,2018.0,True
OpenAlex,PV_0070_C1,5,2014,2014.0,True
OpenAlex,PV_0070_C1,3,2016,2016.0,True
OpenAlex,PV_0070_C1,1,2018,2018.0,True
OpenAlex,PV_0070_C2,5,2014,2014.0,True
OpenAlex,PV_0070_C2,3,2016,2016.0,True
OpenAlex,PV_0070_C2,1,2018,2018.0,True
OpenAlex,PV_0071_P,5,2014,2014.0,True
OpenAlex,PV_0071_P,3,2016,2016.0,True
OpenAlex,PV_0071_P,1,2018,2018.0,True
OpenAlex,PV_0071_C1,5,2014,2014.0,True
OpenAlex,PV_0071_C1,3,2016,2016.0,True
OpenAlex,PV_0071_C1,1,2018,2018.0,True
OpenAlex,PV_0071_C2,5,2014,2014.0,True
OpenAlex,PV_0071_C2,3,2016,2016.0,True
OpenAlex,PV_0071_C2,1,2018,2018.0,True
OpenAlex,PV_0072_P,5,2014,2014.0,True
OpenAlex,PV_0072_P,3,2016,2016.0,True
OpenAlex,PV_0072_P,1,2018,2018.0,True
OpenAlex,PV_0072_C1,5,2014,2014.0,True
OpenAlex,PV_0072_C1,3,2016,2016.0,True
OpenAlex,PV_0072_C1,1,2018,2018.0,True
OpenAlex,PV_0072_C2,5,2014,2014.0,True
OpenAlex,PV_0072_C2,3,2016,2016.0,True
OpenAlex,PV_0072_C2,1,2018,2018.0,True
OpenAlex,PV_0073_P,5,2014,2014.0,True
OpenAlex,PV_0073_P,3,2016,2016.0,True
OpenAlex,PV_0073_P,1,2018,2018.0,True
OpenAlex,PV_0073_C1,5,2014,2014.0,True
OpenAlex,PV_0073_C1,3,2016,2016.0,True
OpenAlex,PV_0073_C1,1,2018,2018.0,True
OpenAlex,PV_0073_C2,5,2014,2014.0,True
OpenAlex,PV_0073_C2,3,2016,2016.0,True
OpenAlex,PV_0073_C2,1,2018,2018.0,True
OpenAlex,PV_0074_P,5,2014,2014.0,True
OpenAlex,PV_0074_P,3,2016,2016.0,True
OpenAlex,PV_0074_P,1,2018,2018.0,True
OpenAlex,PV_0074_C1,5,2014,2014.0,True
OpenAlex,PV_0074_C1,3,2016,2016.0,True
OpenAlex,PV_0074_C1,1,2018,2018.0,True
OpenAlex,PV_0074_C2,5,2014,2014.0,True
OpenAlex,PV_0074_C2,3,2016,2016.0,True
OpenAlex,PV_0074_C2,1,2018,2018.0,True
OpenAlex,PV_0075_P,5,2014,2014.0,True
OpenAlex,PV_0075_P,3,2016,2016.0,True
OpenAlex,PV_0075_P,1,2018,2018.0,True
OpenAlex,PV_0075_C1,5,2014,2014.0,True
OpenAlex,PV_0075_C1,3,2016,2016.0,True
OpenAlex,PV_0075_C1,1,2018,2018.0,True
OpenAlex,PV_0075_C2,5,2014,2014.0,True
OpenAlex,PV_0075_C2,3,2016,2016.0,True
OpenAlex,PV_0075_C2,1,2018,2018.0,True
OpenAlex,PV_0076_P,5,2014,2014.0,True
OpenAlex,PV_0076_P,3,2016,2016.0,True
OpenAlex,PV_0076_P,1,2018,2018.0,True
OpenAlex,PV_0076_C1,5,2014,2014.0,True
OpenAlex,PV_0076_C1,3,2016,2016.0,True
OpenAlex,PV_0076_C1,1,2018,2018.0,True
OpenAlex,PV_0076_C2,5,2014,2014.0,True
OpenAlex,PV_0076_C2,3,2016,2016.0,True
OpenAlex,PV_0076_C2,1,2018,2018.0,True
OpenAlex,PV_0077_P,5,2014,2014.0,True
OpenAlex,PV_0077_P,3,2016,2016.0,True
OpenAlex,PV_0077_P,1,2018,2018.0,True
OpenAlex,PV_0077_C1,5,2014,2014.0,True
OpenAlex,PV_0077_C1,3,2016,2016.0,True
OpenAlex,PV_0077_C1,1,2018,2018.0,True
OpenAlex,PV_0077_C2,5,2014,2014.0,True
OpenAlex,PV_0077_C2,3,2016,2016.0,True
OpenAlex,PV_0077_C2,1,2018,2018.0,True
OpenAlex,PV_0078_P,5,2014,2014.0,True
OpenAlex,PV_0078_P,3,2016,2016.0,True
OpenAlex,PV_0078_P,1,2018,2018.0,True
OpenAlex,PV_0078_C1,5,2014,2014.0,True
OpenAlex,PV_0078_C1,3,2016,2016.0,True
OpenAlex,PV_0078_C1,1,2018,2018.0,True
OpenAlex,PV_0078_C2,5,2014,2014.0,True
OpenAlex,PV_0078_C2,3,2016,2016.0,True
OpenAlex,PV_0078_C2,1,2018,2018.0,True
OpenAlex,PV_0079_P,5,2014,2014.0,True
OpenAlex,PV_0079_P,3,2016,2016.0,True
OpenAlex,PV_0079_P,1,2018,2018.0,True
OpenAlex,PV_0079_C1,5,2014,2014.0,True
OpenAlex,PV_0079_C1,3,2016,2016.0,True
OpenAlex,PV_0079_C1,1,2018,2018.0,True
OpenAlex,PV_0079_C2,5,2014,2014.0,True
OpenAlex,PV_0079_C2,3,2016,2016.0,True
OpenAlex,PV_0079_C2,1,2018,2018.0,True
OpenAlex,PV_0080_P,5,2014,2014.0,True
OpenAlex,PV_0080_P,3,2016,2016.0,True
OpenAlex,PV_0080_P,1,2018,2018.0,True
OpenAlex,PV_0080_C1,5,2014,2014.0,True
OpenAlex,PV_0080_C1,3,2016,2016.0,True
OpenAlex,PV_0080_C1,1,2018,2018.0,True
OpenAlex,PV_0080_C2,5,2014,2014.0,True
OpenAlex,PV_0080_C2,3,2016,2016.0,True
OpenAlex,PV_0080_C2,1,2018,2018.0,True
OpenAlex,PV_0081_P,5,2014,2014.0,True
OpenAlex,PV_0081_P,3,2016,2016.0,True
OpenAlex,PV_0081_P,1,2018,2018.0,True
OpenAlex,PV_0081_C1,5,2014,2014.0,True
OpenAlex,PV_0081_C1,3,2016,2016.0,True
OpenAlex,PV_0081_C1,1,2018,2018.0,True
OpenAlex,PV_0081_C2,5,2014,2014.0,True
OpenAlex,PV_0081_C2,3,2016,2016.0,True
OpenAlex,PV_0081_C2,1,2018,2018.0,True
OpenAlex,PV_0082_P,5,2014,2014.0,True
OpenAlex,PV_0082_P,3,2016,2016.0,True
OpenAlex,PV_0082_P,1,2018,2018.0,True
OpenAlex,PV_0082_C1,5,2014,2014.0,True
OpenAlex,PV_0082_C1,3,2016,2016.0,True
OpenAlex,PV_0082_C1,1,2018,2018.0,True
OpenAlex,PV_0082_C2,5,2014,2014.0,True
OpenAlex,PV_0082_C2,3,2016,2016.0,True
OpenAlex,PV_0082_C2,1,2018,2018.0,True
OpenAlex,PV_0083_P,5,2014,2014.0,True
OpenAlex,PV_0083_P,3,2016,2016.0,True
OpenAlex,PV_0083_P,1,2018,2018.0,True
OpenAlex,PV_0083_C1,5,2014,2014.0,True
OpenAlex,PV_0083_C1,3,2016,2016.0,True
OpenAlex,PV_0083_C1,1,2018,2018.0,True
OpenAlex,PV_0083_C2,5,2014,2014.0,True
OpenAlex,PV_0083_C2,3,2016,2016.0,True
OpenAlex,PV_0083_C2,1,2018,2018.0,True
OpenAlex,PV_0084_P,5,2014,2014.0,True
OpenAlex,PV_0084_P,3,2016,2016.0,True
OpenAlex,PV_0084_P,1,2018,2018.0,True
OpenAlex,PV_0084_C1,5,2014,2014.0,True
OpenAlex,PV_0084_C1,3,2016,2016.0,True
OpenAlex,PV_0084_C1,1,2018,2018.0,True
OpenAlex,PV_0084_C2,5,2014,2014.0,True
OpenAlex,PV_0084_C2,3,2016,2016.0,True
OpenAlex,PV_0084_C2,1,2018,2018.0,True
OpenAlex,PV_0085_P,5,2014,2014.0,True
OpenAlex,PV_0085_P,3,2016,2016.0,True
OpenAlex,PV_0085_P,1,2018,2018.0,True
OpenAlex,PV_0085_C1,5,2014,2014.0,True
OpenAlex,PV_0085_C1,3,2016,2016.0,True
OpenAlex,PV_0085_C1,1,2018,2018.0,True
OpenAlex,PV_0085_C2,5,2014,2014.0,True
OpenAlex,PV_0085_C2,3,2016,2016.0,True
OpenAlex,PV_0085_C2,1,2018,2018.0,True
OpenAlex,PV_0086_P,5,2014,2014.0,True
OpenAlex,PV_0086_P,3,2016,2016.0,True
OpenAlex,PV_0086_P,1,2018,2018.0,True
OpenAlex,PV_0086_C1,5,2014,2014.0,True
OpenAlex,PV_0086_C1,3,2016,2016.0,True
OpenAlex,PV_0086_C1,1,2018,2018.0,True
OpenAlex,PV_0086_C2,5,2014,2014.0,True
OpenAlex,PV_0086_C2,3,2016,2016.0,True
OpenAlex,PV_0086_C2,1,2018,2018.0,True
OpenAlex,PV_0087_P,5,2014,2014.0,True
OpenAlex,PV_0087_P,3,2016,2016.0,True
OpenAlex,PV_0087_P,1,2018,2018.0,True
OpenAlex,PV_0087_C1,5,2014,2014.0,True
OpenAlex,PV_0087_C1,3,2016,2016.0,True
OpenAlex,PV_0087_C1,1,2018,2018.0,True
OpenAlex,PV_0087_C2,5,2014,2014.0,True
OpenAlex,PV_0087_C2,3,2016,2016.0,True
OpenAlex,PV_0087_C2,1,2018,2018.0,True
OpenAlex,PV_0088_P,5,2014,2014.0,True
OpenAlex,PV_0088_P,3,2016,2016.0,True
OpenAlex,PV_0088_P,1,2018,2018.0,True
OpenAlex,PV_0088_C1,5,2014,2014.0,True
OpenAlex,PV_0088_C1,3,2016,2016.0,True
OpenAlex,PV_0088_C1,1,2018,2018.0,True
OpenAlex,PV_0088_C2,5,2014,2014.0,True
OpenAlex,PV_0088_C2,3,2016,2016.0,True
OpenAlex,PV_0088_C2,1,2018,2018.0,True
OpenAlex,PV_0089_P,5,2014,2014.0,True
OpenAlex,PV_0089_P,3,2016,2016.0,True
OpenAlex,PV_0089_P,1,2018,2018.0,True
OpenAlex,PV_0089_C1,5,2014,2014.0,True
OpenAlex,PV_0089_C1,3,2016,2016.0,True
OpenAlex,PV_0089_C1,1,2018,2018.0,True
OpenAlex,PV_0089_C2,5,2014,2014.0,True
OpenAlex,PV_0089_C2,3,2016,2016.0,True
OpenAlex,PV_0089_C2,1,2018,2018.0,True
OpenAlex,PV_0090_P,5,2014,2014.0,True
OpenAlex,PV_0090_P,3,2016,2016.0,True
OpenAlex,PV_0090_P,1,2018,2018.0,True
OpenAlex,PV_0090_C1,5,2014,2014.0,True
OpenAlex,PV_0090_C1,3,2016,2016.0,True
OpenAlex,PV_0090_C1,1,2018,2018.0,True
OpenAlex,PV_0090_C2,5,2014,2014.0,True
OpenAlex,PV_0090_C2,3,2016,2016.0,True
OpenAlex,PV_0090_C2,1,2018,2018.0,True
OpenAlex,PV_0091_P,5,2014,2014.0,True
OpenAlex,PV_0091_P,3,2016,2016.0,True
OpenAlex,PV_0091_P,1,2018,2018.0,True
OpenAlex,PV_0091_C1,5,2014,2014.0,True
OpenAlex,PV_0091_C1,3,2016,2016.0,True
OpenAlex,PV_0091_C1,1,2018,2018.0,True
OpenAlex,PV_0091_C2,5,2014,2014.0,True
OpenAlex,PV_0091_C2,3,2016,2016.0,True
OpenAlex,PV_0091_C2,1,2018,2018.0,True
OpenAlex,PV_0092_P,5,2014,2014.0,True
OpenAlex,PV_0092_P,3,2016,2016.0,True
OpenAlex,PV_0092_P,1,2018,2018.0,True
OpenAlex,PV_0092_C1,5,2014,2014.0,True
OpenAlex,PV_0092_C1,3,2016,2016.0,True
OpenAlex,PV_0092_C1,1,2018,2018.0,True
OpenAlex,PV_0092_C2,5,2014,2014.0,True
OpenAlex,PV_0092_C2,3,2016,2016.0,True
OpenAlex,PV_0092_C2,1,2018,2018.0,True
OpenAlex,PV_0093_P,5,2014,2014.0,True
OpenAlex,PV_0093_P,3,2016,2016.0,True
OpenAlex,PV_0093_P,1,2018,2018.0,True
OpenAlex,PV_0093_C1,5,2014,2014.0,True
OpenAlex,PV_0093_C1,3,2016,2016.0,True
OpenAlex,PV_0093_C1,1,2018,2018.0,True
OpenAlex,PV_0093_C2,5,2014,2014.0,True
OpenAlex,PV_0093_C2,3,2016,2016.0,True
OpenAlex,PV_0093_C2,1,2018,2018.0,True
OpenAlex,PV_0094_P,5,2014,2014.0,True
OpenAlex,PV_0094_P,3,2016,2016.0,True
OpenAlex,PV_0094_P,1,2018,2018.0,True
OpenAlex,PV_0094_C1,5,2014,2014.0,True
OpenAlex,PV_0094_C1,3,2016,2016.0,True
OpenAlex,PV_0094_C1,1,2018,2018.0,True
OpenAlex,PV_0094_C2,5,2014,2014.0,True
OpenAlex,PV_0094_C2,3,2016,2016.0,True
OpenAlex,PV_0094_C2,1,2018,2018.0,True
OpenAlex,PV_0095_P,5,2014,2014.0,True
OpenAlex,PV_0095_P,3,2016,2016.0,True
OpenAlex,PV_0095_P,1,2018,2018.0,True
OpenAlex,PV_0095_C1,5,2014,2014.0,True
OpenAlex,PV_0095_C1,3,2016,2016.0,True
OpenAlex,PV_0095_C1,1,2018,2018.0,True
OpenAlex,PV_0095_C2,5,2014,2014.0,True
OpenAlex,PV_0095_C2,3,2016,2016.0,True
OpenAlex,PV_0095_C2,1,2018,2018.0,True
OpenAlex,PV_0096_P,5,2014,2014.0,True
OpenAlex,PV_0096_P,3,2016,2016.0,True
OpenAlex,PV_0096_P,1,2018,2018.0,True
OpenAlex,PV_0096_C1,5,2014,2014.0,True
OpenAlex,PV_0096_C1,3,2016,2016.0,True
