source,cohort,region_id,match_case_id,label,target,domain,book_realm,landmark_year,post_docs,post_growth,topic_diffusion,normalization_index,post_adoption,transformation
OpenAlex,power_validation,PV_0029_C2,PV_0029,Gender Studies and Social Issues,0,Social Sciences,Cultures,2019,300,0.5,0.5072399472715652,0.4501660026875221,0.0072665387652694055,0.3661681221810892
OpenAlex,power_validation,PV_0030_P,PV_0030,Piperaceae Chemical and Biological Studies,1,Life Sciences,Life,2019,300,0.5,0.5114722166911257,0.5415704832167999,0.09445095521098705,0.41187341377972825
OpenAlex,power_validation,PV_0030_C1,PV_0030,Aldose Reductase and Taurine,0,Life Sciences,Life,2019,300,0.5,0.5050380792737299,0.71775105695774,0.14288225013576356,0.46641784659180835
OpenAlex,power_validation,PV_0030_C2,PV_0030,Diffusion and Search Dynamics,0,Life Sciences,Life,2019,300,0.5,0.5028449161971,0.6145944982675495,0.0850606247982493,0.4256250098157247
OpenAlex,power_validation,PV_0031_P,PV_0031,Ionosphere and magnetosphere dynamics,1,Physical Sciences,Nature,2019,300,0.5,0.4851382348114712,0.3318122278318339,0.025860899215461065,0.3357028404646915
OpenAlex,power_validation,PV_0031_C1,PV_0031,Geological and Geophysical Studies,0,Physical Sciences,Nature,2019,300,0.5,0.5033313921061803,0.5906532827008859,0.07260534769970994,0.416647505626694
OpenAlex,power_validation,PV_0031_C2,PV_0031,Advanced Radiotherapy Techniques,0,Physical Sciences,Nature,2019,300,0.5,0.4980145169300029,0.743962491324758,0.09352586684656852,0.4588757187753324
OpenAlex,power_validation,PV_0032_P,PV_0032,Social and Behavioral Studies,1,Social Sciences,Cultures,2019,300,0.5,0.508846830668885,0.5906532827008859,0.01353250717884538,0.4032581551371541
OpenAlex,power_validation,PV_0032_C1,PV_0032,History and Cultural Heritage,0,Social Sciences,Cultures,2019,300,0.5,0.504281118925565,0.549833997312478,0.005599941462067634,0.38992876442502766
OpenAlex,power_validation,PV_0032_C2,PV_0032,Sexual Assault and Victimization Studies,0,Social Sciences,Cultures,2019,300,0.5,0.5037047255955578,0.6302602229177513,0.07240639912071935,0.4265928369085071
OpenAlex,power_validation,PV_0033_P,PV_0033,Opioid Use Disorder Treatment,1,Health Sciences,Life,2019,300,0.5,0.49800290610948084,0.6224593312018546,0.11252147828233003,0.43324592889841634
OpenAlex,power_validation,PV_0033_C1,PV_0033,Migraine and Headache Studies,0,Health Sciences,Life,2019,300,0.5,0.5077953421254429,0.7109495026250039,0.1345131266678364,0.46331449285457077
OpenAlex,power_validation,PV_0033_C2,PV_0033,Elbow and Forearm Trauma Treatment,0,Health Sciences,Life,2019,300,0.5,0.5107432348443581,0.5662743941954391,0.05607444975158917,0.40827301969784663
OpenAlex,power_validation,PV_0034_P,PV_0034,Machine Learning in Materials Science,1,Physical Sciences,Nature,2019,300,0.5,0.5135647418922232,0.6145944982675495,0.1742696218418548,0.45060721550040694
OpenAlex,power_validation,PV_0034_C1,PV_0034,Smart Parking Systems Research,0,Physical Sciences,Nature,2019,300,0.5,0.5105577061260167,0.6681877721681662,0.16079238000341595,0.4598844645743997
OpenAlex,power_validation,PV_0034_C2,PV_0034,Scientific Research and Philosophical Inquiry,0,Physical Sciences,Nature,2019,300,0.5,0.5025485760808186,0.6145944982675495,0.021996451353683014,0.4097848814255128
OpenAlex,power_validation,PV_0035_P,PV_0035,Supply Chain Resilience and Risk Management,1,Social Sciences,Cultures,2019,300,0.5,0.5213032645159732,0.598687660112452,0.15240333235333836,0.4430985642454409
OpenAlex,power_validation,PV_0035_C1,PV_0035,International Labor and Employment Law,0,Social Sciences,Cultures,2019,300,0.5,0.5209414267722459,0.52497918747894,0.02113018772116321,0.39176270049308726
OpenAlex,power_validation,PV_0035_C2,PV_0035,Gender and Feminist Studies,0,Social Sciences,Cultures,2019,300,0.5,0.5179776763363777,0.47502081252106,0.006399912620098299,0.374849600369384
OpenAlex,power_validation,PV_0036_P,PV_0036,Innovations in Aquaponics and Hydroponics Systems,1,Life Sciences,Life,2019,300,0.5,0.5073135039980977,0.6755363229894542,0.044104702056754416,0.4317386322610766
OpenAlex,power_validation,PV_0036_C1,PV_0036,Genome Rearrangement Algorithms,0,Life Sciences,Life,2019,300,0.5,0.5199535918837564,0.47502081252106,0.05055685944293739,0.3863828159619384
OpenAlex,power_validation,PV_0036_C2,PV_0036,Silicon Effects in Agriculture,0,Life Sciences,Life,2019,300,0.5,0.5065373602761114,0.6456563062257955,0.16598332356627615,0.4545442475170458
OpenAlex,power_validation,PV_0037_P,PV_0037,Currency Recognition and Detection,1,Physical Sciences,Nature,2019,300,0.5,0.5042184171964043,0.5166604965694114,0.10283518580869536,0.40592852489362774
OpenAlex,power_validation,PV_0037_C1,PV_0037,Physical Activity and Education Research,0,Physical Sciences,Nature,2019,300,0.5,0.5306783495371541,0.7564535292304042,0.04995837495787997,0.4592725634313596
OpenAlex,power_validation,PV_0037_C2,PV_0037,Chemical Analysis and Environmental Impact,0,Physical Sciences,Nature,2019,300,0.5,0.4956596323968277,0.6379936706609838,0.16209096191182887,0.4489360662424101
OpenAlex,power_validation,PV_0038_P,PV_0038,Legal and Social Justice Studies,1,Social Sciences,Cultures,2019,300,0.5,0.5025930578816729,0.549833997312478,0.015465433484122998,0.3919731221695685
OpenAlex,power_validation,PV_0038_C1,PV_0038,Urban and sociocultural dynamics,0,Social Sciences,Cultures,2019,300,0.5,0.5152684436802437,0.4667159617488687,0.004199975304174253,0.37154609518332166
OpenAlex,power_validation,PV_0038_C2,PV_0038,"Religion, Theology, and Education",0,Social Sciences,Cultures,2019,300,0.5,0.5049652189897349,0.5,0.0037999817094389794,0.37719130017479346
OpenAlex,power_validation,PV_0039_P,PV_0039,Mobile Health and mHealth Applications,1,Health Sciences,Life,2019,300,0.5,0.5135553444057768,0.7502601055951177,0.09293108179393178,0.46418663294870655
OpenAlex,power_validation,PV_0039_C1,PV_0039,Emergency and Acute Care Studies,0,Health Sciences,Life,2019,300,0.5,0.5034748370246372,0.6379936706609838,0.0801609693549729,0.43040736926014855
OpenAlex,power_validation,PV_0039_C2,PV_0039,Radiation Therapy and Dosimetry,0,Health Sciences,Life,2019,300,0.5,0.4984589440701792,0.4833395034305886,0.09616854259229302,0.3944917475232652
OpenAlex,power_validation,PV_0040_P,PV_0040,Additive Manufacturing Materials and Processes,1,Physical Sciences,Nature,2019,300,0.5,0.4883689716221942,0.6302602229177513,0.22336972532124297,0.4604997299652971
OpenAlex,power_validation,PV_0040_C1,PV_0040,Innovative Energy Harvesting Technologies,0,Physical Sciences,Nature,2019,300,0.5,0.5087507826626511,0.39333064389178857,0.1975034559164304,0.3998962206177175
OpenAlex,power_validation,PV_0040_C2,PV_0040,Groundwater and Watershed Analysis,0,Physical Sciences,Nature,2019,300,0.5,0.4885059052492763,0.4093467172991141,0.12828916820608613,0.38153544768861913
OpenAlex,power_validation,PV_0041_P,PV_0041,Discourse Analysis and Cultural Communication,1,Social Sciences,Cultures,2019,300,0.5,0.5016258668540117,0.6681877721681662,0.00999966667999946,0.41995332642554434
OpenAlex,power_validation,PV_0041_C1,PV_0041,"Communism, Protests, Social Movements",0,Social Sciences,Cultures,2019,300,0.5,0.5177309890491164,0.4501660026875221,0.008066491702233064,0.3689908708597179
OpenAlex,power_validation,PV_0041_C2,PV_0041,Creativity in Education and Neuroscience,0,Social Sciences,Cultures,2019,300,0.5,0.5083612758546951,0.5580701058739533,0.08141936825168374,0.411962687495083
OpenAlex,power_validation,PV_0042_P,PV_0042,Advanced battery technologies research,1,Physical Sciences,Nature,2019,300,0.5,0.50714472538013,0.6145944982675495,0.4439448582069833,0.5164210204636657
OpenAlex,power_validation,PV_0042_C1,PV_0042,Optimal Power Flow Distribution,0,Physical Sciences,Nature,2019,300,0.5,0.5046283078084695,0.7310585786300049,0.13071446580366883,0.4666003380605358
OpenAlex,power_validation,PV_0042_C2,PV_0042,Photovoltaic System Optimization Techniques,0,Physical Sciences,Nature,2019,300,0.5,0.498541832720642,0.4093467172991142,0.17724155654702445,0.39628252664169517
OpenAlex,power_validation,PV_0043_P,PV_0043,Psychology of Development and Education,1,Social Sciences,Cultures,2019,300,0.5,0.4995675336393653,0.6224593312018546,0.01699836252262546,0.40975630684096137
OpenAlex,power_validation,PV_0043_C1,PV_0043,Art Education and Development,0,Social Sciences,Cultures,2019,300,0.5,0.5166797608628451,0.425557483188341,0.021063550726380654,0.3658251986943917
OpenAlex,power_validation,PV_0043_C2,PV_0043,"Innovation, Technology, and Society",0,Social Sciences,Cultures,2019,300,0.5,0.5018457520060231,0.5580701058739533,0.018931071306668917,0.39471173229666134
OpenAlex,power_validation,PV_0044_P,PV_0044,Medicinal Plants and Bioactive Compounds,1,Life Sciences,Life,2019,300,0.5,0.5108786295178589,0.52497918747894,0.12848587153434635,0.41608592213278633
OpenAlex,power_validation,PV_0044_C1,PV_0044,Fossil Insects in Amber,0,Life Sciences,Life,2019,300,0.5,0.5080074373873753,0.6145944982675495,0.06451028770519536,0.42177805584003003
OpenAlex,power_validation,PV_0044_C2,PV_0044,Biochemical and biochemical processes,0,Life Sciences,Life,2019,300,0.5,0.4956871456500408,0.6066693561082115,0.17808086811733018,0.4451093424688956
OpenAlex,power_validation,PV_0045_P,PV_0045,Sports and Physical Education Research,1,Health Sciences,Life,2019,300,0.5,0.5082883577982438,0.6302602229177513,0.024461785774835574,0.4157525916227076
OpenAlex,power_validation,PV_0045_C1,PV_0045,Prostate Cancer Treatment and Research,0,Health Sciences,Life,2019,300,0.5,0.5002615495868558,0.6532449007182834,0.125009304819497,0.44462893878115906
OpenAlex,power_validation,PV_0045_C2,PV_0045,Childhood Cancer Survivors' Quality of Life,0,Health Sciences,Life,2019,300,0.5,0.5087422712484018,0.5662743941954392,0.0736663088248336,0.41217074356716865
OpenAlex,power_validation,PV_0046_P,PV_0046,IoT and Edge/Fog Computing,1,Physical Sciences,Nature,2019,300,0.5,0.5175129434761873,0.52497918747894,0.1802102622820169,0.4306755983092861
OpenAlex,power_validation,PV_0046_C1,PV_0046,Multilevel Inverters and Converters,0,Physical Sciences,Nature,2019,300,0.5,0.4923757940816083,0.6145944982675495,0.10731845804845946,0.4285721875994043
OpenAlex,power_validation,PV_0046_C2,PV_0046,3D Printing in Biomedical Research,0,Physical Sciences,Nature,2019,300,0.5,0.5022145452348484,0.7564535292304042,0.24460529854949437,0.5008183432536867
OpenAlex,power_validation,PV_0047_P,PV_0047,Educational Methods and Outcomes,1,Social Sciences,Cultures,2019,300,0.5,0.5005438104133475,0.6066693561082115,0.030057609808196595,0.4093176940824389
OpenAlex,power_validation,PV_0047_C1,PV_0047,Historical Influence and Diplomacy,0,Social Sciences,Cultures,2019,300,0.5,0.5053815384769182,0.5415704832167999,0.004333306210080269,0.3878213319759496
OpenAlex,power_validation,PV_0047_C2,PV_0047,STEM Education,0,Social Sciences,Cultures,2019,300,0.5,0.5038378956001504,0.5,0.03032403341042429,0.38354048225264364
OpenAlex,power_validation,PV_0048_P,PV_0048,Machine Learning and ELM,1,Physical Sciences,Nature,2019,300,0.5,0.5124765818368786,0.6899744811276124,0.16734443573714278,0.4674488746754084
OpenAlex,power_validation,PV_0048_C1,PV_0048,Vacuum and Plasma Arcs,0,Physical Sciences,Nature,2019,300,0.5,0.49835598005556336,0.6302602229177513,0.045634948026623164,0.41856278774998446
OpenAlex,power_validation,PV_0048_C2,PV_0048,Infrastructure Resilience and Vulnerability Analysis,0,Physical Sciences,Nature,2019,300,0.5,0.5145921242196221,0.52497918747894,0.13739224063450398,0.41924088808326654
OpenAlex,power_validation,PV_0049_P,PV_0049,Lung Cancer Research Studies,1,Health Sciences,Life,2019,300,0.5,0.5121304680633889,0.598687660112452,0.10098790682657934,0.42795150875060506
OpenAlex,power_validation,PV_0049_C1,PV_0049,Gestational Diabetes Research and Management,0,Health Sciences,Life,2019,300,0.5,0.510067292254945,0.6607563687658172,0.09682900122516164,0.4419131655614809
OpenAlex,power_validation,PV_0049_C2,PV_0049,Tendon Structure and Treatment,0,Health Sciences,Life,2019,300,0.5,0.5041189234451315,0.6066693561082115,0.08869961072775367,0.4248719725702742
OpenAlex,power_validation,PV_0050_P,PV_0050,Arabic Language Education Studies,1,Social Sciences,Cultures,2019,300,0.5,0.4939784179175467,0.5580701058739533,0.019064356518053393,0.3927782200773884
OpenAlex,power_validation,PV_0050_C1,PV_0050,Indian History and Philosophy,0,Social Sciences,Cultures,2019,300,0.5,0.4953222531749741,0.4501660026875221,0.024595038888902937,0.3675208236878498
OpenAlex,power_validation,PV_0050_C2,PV_0050,Service-Learning and Community Engagement,0,Social Sciences,Cultures,2019,300,0.5,0.5028209306588903,0.5415704832167999,0.05939666866204279,0.40094702063443327
OpenAlex,power_validation,PV_0051_P,PV_0051,Agriculture and Social Issues,1,Life Sciences,Life,2019,300,0.5,0.5064824326903514,0.5166604965694115,0.0025333279138904556,0.3814190642934133
OpenAlex,power_validation,PV_0051_C1,PV_0051,"Tannin, Tannase and Anticancer Activities",0,Life Sciences,Life,2019,300,0.5,0.5077515195988112,0.7375616214876249,0.0947813044705041,0.4600236113892351
OpenAlex,power_validation,PV_0051_C2,PV_0051,Sunflower and Safflower Cultivation,0,Life Sciences,Life,2019,300,0.5,0.5085064549605449,0.7109495026250039,0.05408051748068484,0.4433841187665584
OpenAlex,power_validation,PV_0052_P,PV_0052,Smart Cities and Technologies,1,Physical Sciences,Nature,2019,300,0.5,0.5115336142986798,0.5580701058739533,0.10659351377620581,0.4190493084872098
OpenAlex,power_validation,PV_0052_C1,PV_0052,Adsorption and Cooling Systems,0,Physical Sciences,Nature,2019,300,0.5,0.5116623314785343,0.6224593312018546,0.4013580186861535,0.5088699203416356
OpenAlex,power_validation,PV_0052_C2,PV_0052,Digital Holography and Microscopy,0,Physical Sciences,Nature,2019,300,0.5,0.5128271758373273,0.6224593312018546,0.13130416772041978,0.44164766868990046
OpenAlex,power_validation,PV_0053_P,PV_0053,Linguistics and Language Analysis,1,Social Sciences,Cultures,2019,300,0.5,0.5076912004508805,0.49166743818588066,0.020597086555871995,0.3799889312981583
OpenAlex,power_validation,PV_0053_C1,PV_0053,Sport Psychology and Performance,0,Social Sciences,Cultures,2019,300,0.5,0.5196663173159012,0.5580701058739533,0.05840013776785255,0.40903414023942675
OpenAlex,power_validation,PV_0053_C2,PV_0053,Primate Behavior and Ecology,0,Social Sciences,Cultures,2019,300,0.5,0.5036184741309251,0.598687660112452,0.0859871313513764,0.4220733163986884
OpenAlex,power_validation,PV_0054_P,PV_0054,Research studies in Vietnam,1,Physical Sciences,Nature,2019,300,0.5,0.47295078004803237,0.2435464707695958,0.003133323079250146,0.30490764347421956
OpenAlex,power_validation,PV_0054_C1,PV_0054,Optical Polarization and Ellipsometry,0,Physical Sciences,Nature,2019,300,0.5,0.5009660643359809,0.5825702064623147,0.10725255872717206,0.42269720738136696
OpenAlex,power_validation,PV_0054_C2,PV_0054,Geothermal Energy Systems and Applications,0,Physical Sciences,Nature,2019,300,0.5,0.5043945433563732,0.6755363229894542,0.10118586311423666,0.445279182365016
OpenAlex,power_validation,PV_0055_P,PV_0055,Cholangiocarcinoma and Gallbladder Cancer Studies,1,Health Sciences,Life,2019,300,0.5,0.5032154074350141,0.5662743941954392,0.12809245478360448,0.4243955641035145
OpenAlex,power_validation,PV_0055_C1,PV_0055,Acute Lymphoblastic Leukemia research,0,Health Sciences,Life,2019,300,0.5,0.499658317544149,0.5415704832167999,0.10243939957967992,0.4109170500851572
OpenAlex,power_validation,PV_0055_C2,PV_0055,Streptococcal Infections and Treatments,0,Health Sciences,Life,2019,300,0.5,0.5024831954826772,0.6145944982675495,0.11291639605334526,0.432498522450893
OpenAlex,power_validation,PV_0056_P,PV_0056,Mental Health Research Topics,1,Social Sciences,Cultures,2019,300,0.5,0.5121926250716482,0.6827993860934125,0.17401104180490456,0.4672507632424913
OpenAlex,power_validation,PV_0056_C1,PV_0056,Mathematics Education and Teaching Techniques,0,Social Sciences,Cultures,2019,300,0.5,0.5061714080723161,0.5744425168116589,0.027326528354610507,0.40198511330964637
OpenAlex,power_validation,PV_0056_C2,PV_0056,"Crime, Illicit Activities, and Governance",0,Social Sciences,Cultures,2019,300,0.5,0.5134762935084523,0.5083325618141193,0.048827806714190326,0.39265916550919044
OpenAlex,power_validation,PV_0057_P,PV_0057,"Ukraine: War, Education, Health",1,Physical Sciences,Nature,2019,300,0.5,0.5246151775165268,0.6827993860934125,0.020863638621508238,0.43206955055786184
OpenAlex,power_validation,PV_0057_C1,PV_0057,Nanoporous metals and alloys,0,Physical Sciences,Nature,2019,300,0.5,0.5033272498991623,0.5415704832167999,0.15838853846492115,0.42582156789522085
OpenAlex,power_validation,PV_0057_C2,PV_0057,Electrokinetic Soil Remediation Techniques,0,Physical Sciences,Nature,2019,300,0.5,0.5062986095094217,0.5906532827008859,0.15734845586413307,0.4385750870186102
OpenAlex,power_validation,PV_0058_P,PV_0058,Neuroinflammation and Neurodegeneration Mechanisms,1,Life Sciences,Life,2019,300,0.5,0.5078735381222907,0.6532449007182834,0.2871585340676472,0.48706924322705536
OpenAlex,power_validation,PV_0058_C1,PV_0058,Genetic Mapping and Diversity in Plants and Animals,0,Life Sciences,Life,2019,300,0.5,0.5053253665477376,0.4916674381858807,0.23007311473383477,0.4317664798668633
OpenAlex,power_validation,PV_0058_C2,PV_0058,Plant Stress Responses and Tolerance,0,Life Sciences,Life,2019,300,0.5,0.5102291391410922,0.5415704832167999,0.4953058080129229,0.5117763575927038
OpenAlex,power_validation,PV_0059_P,PV_0059,Sharing Economy and Platforms,1,Social Sciences,Cultures,2019,300,0.5,0.4929479512578364,0.48333950343058857,0.15175208413202843,0.40700988470511335
OpenAlex,power_validation,PV_0059_C1,PV_0059,Nuclear Issues and Defense,0,Social Sciences,Cultures,2019,300,0.5,0.5112252838677326,0.5744425168116589,0.023329099687423707,0.4022492250917038
OpenAlex,power_validation,PV_0059_C2,PV_0059,Public-Private Partnership Projects,0,Social Sciences,Cultures,2019,300,0.5,0.5010163990458731,0.598687660112452,0.08115446360333825,0.42021463069041587
OpenAlex,power_validation,PV_0060_P,PV_0060,Phonocardiography and Auscultation Techniques,1,Health Sciences,Life,2019,300,0.5,0.4941341263377576,0.6755363229894542,0.1398768830566591,0.4523868330959677
OpenAlex,power_validation,PV_0060_C1,PV_0060,Down syndrome and intellectual disability research,0,Health Sciences,Life,2019,300,0.5,0.5041550614063037,0.6532449007182834,0.13850400686588452,0.4489759922476179
OpenAlex,power_validation,PV_0060_C2,PV_0060,Cerebrovascular and genetic disorders,0,Health Sciences,Life,2019,300,0.5,0.5109905244238748,0.6755363229894542,0.06198709007567109,0.43712848437225005
OpenAlex,power_validation,PV_0061_P,PV_0061,Model Reduction and Neural Networks,1,Physical Sciences,Nature,2019,300,0.5,0.5187086277941773,0.71775105695774,0.08942712701967923,0.4564717029428991
OpenAlex,power_validation,PV_0061_C1,PV_0061,Spacecraft Dynamics and Control,0,Physical Sciences,Nature,2019,300,0.5,0.5155992235399014,0.5906532827008859,0.039645875320081375,0.4114745953902172
OpenAlex,power_validation,PV_0061_C2,PV_0061,Topological and Geometric Data Analysis,0,Physical Sciences,Nature,2019,300,0.5,0.5096286296063017,0.6607563687658171,0.03711627521650577,0.42687531839715614
OpenAlex,power_validation,PV_0062_P,PV_0062,"Grit, Self-Efficacy, and Motivation",1,Social Sciences,Cultures,2019,300,0.5,0.5062310602671085,0.6145944982675495,0.25853080098087194,0.4698390898788825
OpenAlex,power_validation,PV_0062_C1,PV_0062,Workplace Spirituality and Leadership,0,Social Sciences,Cultures,2019,300,0.5,0.5105472245158367,0.47502081252106,0.07114625829086804,0.38917857383194115
OpenAlex,power_validation,PV_0062_C2,PV_0062,Dengue and Mosquito Control Research,0,Social Sciences,Cultures,2019,300,0.5,0.5082441158426139,0.5744425168116589,0.038780541360108604,0.40536679350359534
OpenAlex,power_validation,PV_0063_P,PV_0063,Construction Management and Sustainability,1,Physical Sciences,Nature,2019,300,0.5,0.5074360181017705,0.7109495026250039,0.015931985132561846,0.4335793764648341
OpenAlex,power_validation,PV_0063_C1,PV_0063,Chemical Reactions and Mechanisms,0,Physical Sciences,Nature,2019,300,0.5,0.5039093988962093,0.6066693561082115,0.07704699818684826,0.42190643829781727
OpenAlex,power_validation,PV_0063_C2,PV_0063,Environmental and Sediment Control,0,Physical Sciences,Nature,2019,300,0.5,0.5023448839483224,0.5825702064623146,0.008599787987605505,0.3983787195995606
OpenAlex,power_validation,PV_0064_P,PV_0064,"Feminism, Gender, and Social Issues",1,Social Sciences,Cultures,2019,300,0.5,0.5150752489718984,0.5,0.005199953131173599,0.38006880052576797
OpenAlex,power_validation,PV_0064_C1,PV_0064,Thomas Hardy Literature Studies,0,Social Sciences,Cultures,2019,300,0.5,0.5068096434345302,0.6379936706609838,0.001599998634668065,0.4116008281825455
OpenAlex,power_validation,PV_0064_C2,PV_0064,"Economic, Social, and Health Studies",0,Social Sciences,Cultures,2019,300,0.5,0.5028992718697628,0.5166604965694114,0.0033333209877091903,0.3807232723567208
OpenAlex,power_validation,PV_0065_P,PV_0065,Synthesis and Biological Activity,1,Life Sciences,Life,2019,300,0.5,0.5012874265326626,0.48333950343058857,0.05966239032314965,0.3860723300716002
OpenAlex,power_validation,PV_0065_C1,PV_0065,Connective Tissue Growth Factor Research,0,Life Sciences,Life,2019,300,0.5,0.5054643899929612,0.598687660112452,0.1177183354693884,0.4304675963937004
OpenAlex,power_validation,PV_0065_C2,PV_0065,Natural Compound Pharmacology Studies,0,Life Sciences,Life,2019,300,0.5,0.5073432047670128,0.7040516276171624,0.10626395613790247,0.4544146971305194
OpenAlex,power_validation,PV_0066_P,PV_0066,Menstrual Health and Disorders,1,Health Sciences,Life,2019,300,0.5,0.49989559427256874,0.7375616214876248,0.0900222966870426,0.456869878111809
OpenAlex,power_validation,PV_0066_C1,PV_0066,Herbal Medicine Research Studies,0,Health Sciences,Life,2019,300,0.5,0.5021764522313891,0.7685247834990176,0.09094798822792183,0.46541230598958216
OpenAlex,power_validation,PV_0066_C2,PV_0066,Infectious Aortic and Vascular Conditions,0,Health Sciences,Life,2019,300,0.5,0.5116168922053252,0.7801716022593175,0.06364717969944952,0.46385891854102307
OpenAlex,power_validation,PV_0067_P,PV_0067,Diatoms and Algae Research,1,Physical Sciences,Nature,2019,300,0.5,0.49327075268202647,0.401312339887548,0.03551838587633446,0.35752536961147724
OpenAlex,power_validation,PV_0067_C1,PV_0067,Energetic Materials and Combustion,0,Physical Sciences,Nature,2019,300,0.5,0.5000578818061333,0.7040516276171624,0.13968079068199837,0.46094757502632355
OpenAlex,power_validation,PV_0067_C2,PV_0067,Tree Root and Stability Studies,0,Physical Sciences,Nature,2019,300,0.5,0.4980091684425607,0.7109495026250039,0.15968814733176126,0.4671617045998315
OpenAlex,power_validation,PV_0068_P,PV_0068,Land Use and Management,1,Social Sciences,Cultures,2019,300,0.5,0.5035482206673298,0.6456563062257954,0.011132873359793334,0.41508435006322963
OpenAlex,power_validation,PV_0068_C1,PV_0068,"Migration, Health, Geopolitics, Historical Geography",0,Social Sciences,Cultures,2019,300,0.5,0.5111727454609966,0.52497918747894,0.006799895191271875,0.3857379570328021
OpenAlex,power_validation,PV_0068_C2,PV_0068,Focus Groups and Qualitative Methods,0,Social Sciences,Cultures,2019,300,0.5,0.5009460845756442,0.5662743941954392,0.1330727144067691,0.42507329829446316
OpenAlex,power_validation,PV_0069_P,PV_0069,Advanced Computational Techniques in Science and Engineering,1,Physical Sciences,Nature,2019,300,0.5,0.4461505310964526,0.4501660026875221,0.017864765790173848,0.3535453248935371
OpenAlex,power_validation,PV_0069_C1,PV_0069,Extenics and Innovation Methods,0,Physical Sciences,Nature,2019,297,0.4974958263772956,0.5209528260612379,0.4704888857969183,0.05442428381976528,0.3858404555138043
OpenAlex,power_validation,PV_0069_C2,PV_0069,Structural and Chemical Analysis of Organic and Inorganic Compounds,0,Physical Sciences,Nature,2019,300,0.5,0.4938591553643012,0.5906532827008858,0.0781072453273647,0.41565492084813793
OpenAlex,power_validation,PV_0070_P,PV_0070,Psychedelics and Drug Studies,1,Social Sciences,Cultures,2019,300,0.5,0.5139080308590407,0.71775105695774,0.1337275173206141,0.46634665128434866
OpenAlex,power_validation,PV_0070_C1,PV_0070,Rousseau and Enlightenment Thought,0,Social Sciences,Cultures,2019,300,0.5,0.5221066379766799,0.5906532827008858,0.0046666327904185565,0.4043566383669961
OpenAlex,power_validation,PV_0070_C2,PV_0070,"History, Culture, and Diplomacy",0,Social Sciences,Cultures,2019,300,0.5,0.5085920339275429,0.4419298941260467,0.004333306210080269,0.3637138085659175
OpenAlex,power_validation,PV_0071_P,PV_0071,Ultrasound in Clinical Applications,1,Health Sciences,Life,2019,300,0.5,0.5161600116255793,0.5744425168116589,0.07724580787267366,0.416962084077478
OpenAlex,power_validation,PV_0071_C1,PV_0071,Intestinal and Peritoneal Adhesions,0,Health Sciences,Life,2019,300,0.5,0.49859490352044467,0.737561621487625,0.09332761255838494,0.45737103439161364
OpenAlex,power_validation,PV_0071_C2,PV_0071,Adrenal Hormones and Disorders,0,Health Sciences,Life,2019,300,0.5,0.5122343425053006,0.6827993860934125,0.0857224302978838,0.44518903972414925
OpenAlex,power_validation,PV_0072_P,PV_0072,Genomics and Rare Diseases,1,Life Sciences,Life,2019,300,0.5,0.5049064898196183,0.7858349830425586,0.13536401264976392,0.4815263713779852
OpenAlex,power_validation,PV_0072_C1,PV_0072,"Agriculture, Land Use, Rural Development",0,Life Sciences,Life,2019,300,0.5,0.514587431430165,0.5083325618141193,0.08823659648551985,0.4027891474324511
OpenAlex,power_validation,PV_0072_C2,PV_0072,Pain Management and Placebo Effect,0,Life Sciences,Life,2019,300,0.5,0.5086032512245972,0.5825702064623146,0.09795158491650889,0.42228126065085514
OpenAlex,power_validation,PV_0073_P,PV_0073,Artificial Intelligence and Decision Support Systems,1,Physical Sciences,Nature,2019,300,0.5,0.5004889901687839,0.4916674381858807,0.04024491792119736,0.3831003365689655
OpenAlex,power_validation,PV_0073_C1,PV_0073,"Chaos, Complexity, and Education",0,Physical Sciences,Nature,2019,300,0.5,0.49246190729325406,0.8224934972879262,0.047164979858044846,0.46553009610980634
OpenAlex,power_validation,PV_0073_C2,PV_0073,Quasicrystal Structures and Properties,0,Physical Sciences,Nature,2019,300,0.5,0.5034110030708396,0.7109495026250039,0.03691654926012926,0.4378192637389932
OpenAlex,power_validation,PV_0074_P,PV_0074,Human Mobility and Location-Based Analysis,1,Social Sciences,Cultures,2019,300,0.5,0.4980704751041818,0.6681877721681662,0.13202478829428188,0.44957075889165743
OpenAlex,power_validation,PV_0074_C1,PV_0074,Evolutionary Psychology and Human Behavior,0,Social Sciences,Cultures,2019,300,0.5,0.5024738561739595,0.5332840382511312,0.081618039191197,0.4043439834040719
OpenAlex,power_validation,PV_0074_C2,PV_0074,French Literature and Poetry,0,Social Sciences,Cultures,2019,300,0.5,0.49947868151935454,0.5,0.0029999910000324,0.37561966812984676
OpenAlex,power_validation,PV_0075_P,PV_0075,Additive Manufacturing and 3D Printing Technologies,1,Physical Sciences,Nature,2019,300,0.5,0.4963897506745093,0.5825702064623146,0.27222622809334335,0.4627965463075418
OpenAlex,power_validation,PV_0075_C1,PV_0075,Environmental Sustainability and Education,0,Physical Sciences,Nature,2019,300,0.5,0.5096638435833747,0.5083325618141193,0.005199953131173599,0.38079908963216685
OpenAlex,power_validation,PV_0075_C2,PV_0075,Marine and environmental studies,0,Physical Sciences,Nature,2019,300,0.5,0.5059359513554686,0.6379936706609838,0.03145628519335056,0.4188464768024508
